Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
15371,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,LINCOLN PARK CAR SERVICE INC.,CHICAGO,IL,60614.0,DIS-AFFILIATED,Owner Manager,7695Livery,7695Livery
15372,INACTIVE,FREIGHTLINER,M2 106,2014.0,WHITE,Gasoline,N,CHICAGO BUS RENTAL INC,CHICAGO,IL,60603.0,DIS-AFFILIATED,Owner Manager,14007Charter Sightseeing,14007Charter Sightseeing
15373,ACTIVE,FREIGHTLINER,TROLLEY,2006.0,RED/GREEN,Gasoline,N,SCT USA INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,24605Charter Sightseeing,24605Charter Sightseeing
15378,RESERVED,FORD,E450,2013.0,WHITE,Gasoline,N,"AARON EXPRESS, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,15325Charter Sightseeing,15325Charter Sightseeing
15388,INACTIVE,MERCEDES,SPRINTER,2017.0,BLACK,Gasoline,N,CHICAGO VIP SERVICES INC,CHICAGO,IL,60632.0,DIS-AFFILIATED,Owner Manager,19491Charter Sightseeing,19491Charter Sightseeing
15393,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,LAILA LIMO INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8998Livery,8998Livery
15394,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,JACOB LIMO INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7148Livery,7148Livery
15398,ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9637Livery,9637Livery
15401,ACTIVE,CHRYSLER,PACIFICA,2022.0,BLACK,Gasoline,N,"ASHUNTI RESIDENTIAL MANAGEMENT SYSTEMS, INC.",CHICAGO,IL,60644.0,DIS-AFFILIATED,Owner Manager,23724Medicar,23724Medicar
15402,RESERVED,GMC,YUKON XL,2019.0,BLACK,Gasoline,N,BRUCK LIMOUSINE SERVICES INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,8705Livery,8705Livery
15403,INACTIVE,FORD,E250,2006.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,5826Medicar,5826Medicar
15407,VIOLATION,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,ESSAAR CORPORATION,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,8316Livery,8316Livery
15413,ACTIVE,LINCOLN,CONTINENTAL,2019.0,BLACK,Gasoline,N,GEORGI M GERGOV,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,8409Livery,8409Livery
15415,ACTIVE,LEXUS,ES 350,2022.0,BLACK,Gasoline,N,MUHAMMAD F. PARVEZ,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,7665Livery,7665Livery
15417,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,DIAMONDS TRADING CORP.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8278Livery,8278Livery
15418,VIOLATION,LEXUS,GS350,2018.0,BLACK,Gasoline,N,AIDAR LOGISTICS LLC,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,9693Livery,9693Livery
15422,REVOKED,TOYOTA,VENZA,2013.0,WHITE,Gasoline,N,"ZUWA, INC",CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5626Taxi,5626Taxi
15424,INACTIVE,FORD,FREESTAR,2006.0,GRAY,Gasoline,N,FAMILY FIRST TRANSPORTATION CORPORATION,CHICAGO,IL,60621.0,DIS-AFFILIATED,Owner Manager,11385Medicar,11385Medicar
15428,RESERVED,MERCEDES,BENZ,2021.0,BLACK,Gasoline,N,GUANA L STAMPS,CHICAGO,IL,60653.0,DIS-AFFILIATED,Owner Manager,9057Livery,9057Livery
15430,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,CHI LIVERY INC,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,7672Livery,7672Livery
15435,ACTIVE,LINCOLN,MKT,2019.0,BLACK,Gasoline,N,"FNM LIMO, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7962Livery,7962Livery
15440,ACTIVE,GMC,YUKON,2022.0,BLACK,Gasoline,N,RIYADH AL SHAHIN,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,9764Livery,9764Livery
15441,SURRENDER,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,"ALPHA M LIMO, INC.",CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,8206Livery,8206Livery
15442,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,STARW CORPORATION,CHICAGO,IL,60647.0,DIS-AFFILIATED,Owner Manager,8419Livery,8419Livery
15445,INACTIVE,FREIGHLINE,MC,2013.0,WHITE,Gasoline,N,41 LEAF CONSULTING CORP,CHICAGO,IL,60603.0,DIS-AFFILIATED,Owner Manager,17968Charter Sightseeing,17968Charter Sightseeing
15446,ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,IBMZ CORPORATION,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,7660Livery,7660Livery
15449,ACTIVE,FORD,TRANSIT BUS,2015.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,8196Medicar,8196Medicar
15451,VIOLATION,DODGE,CARAVAN,2003.0,PURPLE,Gasoline,N,LSF TRANSPORT LLC,CHICAGO,IL,60617.0,DIS-AFFILIATED,Owner Manager,22900Medicar,22900Medicar
15452,ACTIVE,LINCOLN,AVIATOR,2025.0,BLACK,Gasoline,N,CHICAGO SERVICES UNLIMITED INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7432Livery,7432Livery
15453,RESERVED,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,9474Livery,9474Livery
15457,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,"CHICAGO COACHWORKS, LLC",CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,9098Livery,9098Livery
15459,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,BRK LIMO COMPANY,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,8351Livery,8351Livery
15463,VIOLATION,TOYOTA,COROLLA,2015.0,WHITE,Gasoline,N,WE CAB CO.,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,5395Taxi,5395Taxi
15465,ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,MH LIMO CORP,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7390Livery,7390Livery
15470,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,MEHDI BROTHERS CORPORATION,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,9167Livery,9167Livery
15472,INACTIVE,FORD,E250,2006.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,5996Medicar,5996Medicar
15477,ACTIVE,LINCOLN,AVIATOR,2022.0,BLACK,Gasoline,N,1ST CHICAGO CLASSIC LIMO INC.,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,7113Livery,7113Livery
15480,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,MARIAN CATALIN CAMPEANU,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9290Livery,9290Livery
15485,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,AIH2 CORP.,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,9121Livery,9121Livery
15487,ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,8020Livery,8020Livery
15490,RESERVED,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,"PRABU, INC",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9268Livery,9268Livery
15492,ACTIVE,CADILLAC,ESCALADE,2019.0,BLACK,Gasoline,N,STARW CORPORATION,CHICAGO,IL,60647.0,DIS-AFFILIATED,Owner Manager,8774Livery,8774Livery
15493,RESERVED,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,MJIR CORP,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,8145Livery,8145Livery
15494,ACTIVE,LINCOLN,AVIATOR,2022.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9568Livery,9568Livery
15497,ACTIVE,FREIGHLINE,M2,2008.0,WHITE,Gasoline,N,PINNACLE LIMOUSINE AND PARTY BUS LLC,CHICAGO,IL,60605.0,DIS-AFFILIATED,Owner Manager,21518Charter Sightseeing,21518Charter Sightseeing
15504,ACTIVE,LINCOLN,AVIATOR,2024.0,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,9733Livery,9733Livery
15507,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,BAY LIMOS LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8808Livery,8808Livery
15510,ACTIVE,CADILLAC,ESCALADE ESV,2022.0,BLACK,Gasoline,N,YESZOUK TRANSPORT CORPORATION,CHICAGO,IL,60653.0,DIS-AFFILIATED,Owner Manager,8116Livery,8116Livery
15511,ACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,MIA BRASOV LTD,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,7606Livery,7606Livery
15523,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,6856Taxi,6856Taxi
15524,INACTIVE,FORD,F550,2015.0,WHITE,Gasoline,N,WAY TO GO LIMOUSINE INC,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,19008Charter Sightseeing,19008Charter Sightseeing
15526,ACTIVE,LINCOLN,AVIATOR,2022.0,BLACK,Gasoline,N,3 O'CLOCK INC.,CHICAGO,IL,60601.0,DIS-AFFILIATED,Owner Manager,9486Livery,9486Livery
15528,ACTIVE,TOYOTA,SIENNA,2019.0,CREAM/BLUE,Gasoline,Y,KYEREMAACHAKUS INC,CHICAGO,IL,60641.0,Blue Diamond Taxi Affil Inc,Owner Manager,3309Taxi,3309Taxi
15530,ACTIVE,LINCOLN,MKZ,2020.0,BLACK,Gasoline,N,"CHICAGO TRANSPORT AND LIMO, INC.",CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,8745Livery,8745Livery
15537,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,6855Taxi,6855Taxi
15540,INACTIVE,FORD,ECONOLINE,2008.0,WHITE,Gasoline,N,PAL TRANSPORTATION CORPORATION,CHICAGO,IL,60628.0,DIS-AFFILIATED,Owner Manager,6662Medicar,6662Medicar
15544,ACTIVE,GMC,YUKON XL,2021.0,GRAY,Gasoline,N,5 STAR USA INC,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,9174Livery,9174Livery
15548,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,"CANNON TRANSPORTATION,INC.",CHICAGO,IL,60607.0,DIS-AFFILIATED,Owner Manager,7778Livery,7778Livery
15550,INACTIVE,FORD,E350,2005.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,DIS-AFFILIATED,Owner Manager,11544Charter Sightseeing,11544Charter Sightseeing
15557,INACTIVE,DODGE,CARAVAN,2006.0,BLUE,Gasoline,N,ROZELL TRANSPORT INC.,CHICAGO,IL,60649.0,DIS-AFFILIATED,Owner Manager,20508Medicar,20508Medicar
15559,ACTIVE,KIA,SOUL,2016.0,BLUE/WHITE,Gasoline,N,AAT TAXI CORP.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5246Taxi,5246Taxi
15563,RESERVED,CHEVROLET,SUBURBAN,2020.0,BLACK,Gasoline,N,MAX LIMOUSINE INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7821Livery,7821Livery
15566,ACTIVE,FORD,ESCAPE,2018.0,CREAM/BLUE,Gasoline,N,GULAB TRANSPORTATION INC,CHICAGO,IL,60641.0,Blue Diamond Taxi Affil Inc,Owner-Operator,2915Taxi,2915Taxi
15567,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,JUAN M. ESCOBAR,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,9750Livery,9750Livery
15574,VIOLATION,TOYOTA,SIENNA,2013.0,WHITE,Gasoline,N,A J ADES INVESTMENT INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,4239Taxi,4239Taxi
15579,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,8021Livery,8021Livery
15581,ACTIVE,LINCOLN,NAVIGATOR,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,9924Livery,9924Livery
15582,ACTIVE,FORD,EXPEDITION PLATINUM,2024.0,BLACK,Gasoline,N,SAID A NUR,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9405Livery,9405Livery
15583,RESERVED,CHEVROLET,SUBURBAN,2016.0,BLACK,Gasoline,N,R & L LIMO INC,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,9673Livery,9673Livery
15584,ACTIVE,FORD,TRANSIT BUS,2015.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,8198Medicar,8198Medicar
15588,ACTIVE,LINCOLN,NAVIGATOR,2024.0,BLACK,Gasoline,N,CHICAGO LIMO ZONE INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,8320Livery,8320Livery
15599,ACTIVE,CHEVROLET,SUBURBAN,2016.0,BLACK,Gasoline,N,LAKEVIEW LIMOUSINE INC,CHICAGO,IL,60647.0,DIS-AFFILIATED,Owner Manager,9700Livery,9700Livery
15602,ACTIVE,GMC,YUKON XL,2022.0,BLACK,Gasoline,N,LIMO SERVICE INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9913Livery,9913Livery
15604,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,BLACK SAPPHIRE LIMO INC,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,7765Livery,7765Livery
15606,RESERVED,MERCEDES,SPRINTER,2019.0,BLACK,Gasoline,N,NICKS LIMO TRANSPORTATION INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,21130Charter Sightseeing,21130Charter Sightseeing
15607,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,"AAALIMOS, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8525Livery,8525Livery
15611,RESERVED,DODGE,CARAVAN,2005.0,BLACK,Gasoline,N,TRUE JOY INC.,CHICAGO,IL,60628.0,DIS-AFFILIATED,Owner Manager,21380Medicar,21380Medicar
15612,VIOLATION,VOLVO,S90,2020.0,BLACK,Gasoline,N,RHM TRANSPORTATION INC.,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,8490Livery,8490Livery
15613,ACTIVE,DODGE,GRAND CARAVAN,2019.0,WHITE,Gasoline,N,CONNECT CARE TRANS LLC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,9917Medicar,9917Medicar
15615,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Gasoline,Y,CHICAGO MEDALLION ONE LLC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4086Taxi,4086Taxi
15619,ACTIVE,FORD,F650,2008.0,WHITE,Gasoline,N,VIP LIMOUSINE INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,16621Charter Sightseeing,16621Charter Sightseeing
15621,ACTIVE,LINCOLN,NAVIGATOR,2020.0,BLACK,Gasoline,N,DOWELL CORP.,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,8168Livery,8168Livery
15629,VIOLATION,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,AMERICAN STARS ENTERPRISES INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8154Livery,8154Livery
15632,ACTIVE,TOYOTA,RAV4,2021.0,DARK BLUE,Gasoline,N,DIOGO TRANSPORTATION LLC,CHICAGO,IL,60640.0,Independent1,Owner-Operator,714Taxi,714Taxi
15639,VIOLATION,DODGE,GRAND CARAVAN,2014.0,WHITE,Gasoline,N,"TUDOR CITY HOLDINGS, INC.",CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1891Taxi,1891Taxi
15641,VIOLATION,LINCOLN,NAVIGATOR L,2017.0,BLACK,Gasoline,N,TRANSFAIR LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9404Livery,9404Livery
15642,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,1ST CHICAGO CLASSIC LIMO INC.,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,7912Livery,7912Livery
15643,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,"Abenezer, Inc",CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,9706Livery,9706Livery
15644,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,"ALPHA WORLD, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7418Livery,7418Livery
15645,VIOLATION,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,YUSRA CAB COMPANY INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2741Taxi,2741Taxi
15647,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,HERMAN LIMO INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7750Livery,7750Livery
15648,ACTIVE,TOYOTA,COROLLA,2018.0,WHITE,Gasoline,N,ANTIPAROS CAB CORP,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,6528Taxi,6528Taxi
15650,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,SALINA AHMED INAYA LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7602Livery,7602Livery
15653,INACTIVE,MERCEDES,SPRINTER,2011.0,WHITE,Gasoline,N,DDSSBOS LLC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,10476Charter Sightseeing,10476Charter Sightseeing
15656,SURRENDER,VPG,MV-1,2014.0,GREEN,Gasoline,Y,REX 8 INC.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3272Taxi,3272Taxi
15657,INACTIVE,FORD,E350,2009.0,WHITE,Gasoline,N,1ST RESPONSE EMS INC.,CHICAGO,IL,60621.0,DIS-AFFILIATED,Owner Manager,5699Ambulance,5699Ambulance
15658,VIOLATION,TOYOTA,SCION,2013.0,WHITE,Gasoline,N,STARDUST TAXI INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4969Taxi,4969Taxi
15660,ACTIVE,CADILLAC,ESCALADE,2020.0,BLACK,Gasoline,N,DOUBLE D LIMO INC,CHICAGO,IL,60620.0,DIS-AFFILIATED,Owner Manager,9743Livery,9743Livery
15663,INACTIVE,TOYOTA,SCION,2011.0,SILVER,Gasoline,N,CHIME SERVICES LLC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,15955Medicar,15955Medicar
15666,VIOLATION,CADILLAC,ESCALADE ESV,2018.0,BLACK,Gasoline,N,ANDRE DEMOND WATSON,CHICAGO,IL,60624.0,DIS-AFFILIATED,Owner Manager,9085Livery,9085Livery
15668,ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,"GALAXY LIMOUSINE, INC.",CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,8066Livery,8066Livery
15671,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,TK TRANSPORTATION & CONCIERGE SERVICES LLC,CHICAGO,IL,60623.0,DIS-AFFILIATED,Owner Manager,7092Livery,7092Livery
15672,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,ELITE SEDAN LIMO INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8497Livery,8497Livery
15674,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,8751Livery,8751Livery
15677,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,SSRM LIMO INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,8147Livery,8147Livery
15678,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,OYSTER TRANSPORTATION INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,7747Livery,7747Livery
15681,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,REDNZ LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8782Livery,8782Livery
15685,VIOLATION,TOYOTA,SCION,2011.0,WHITE,Gasoline,N,JASMINE TAXI 2 INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4251Taxi,4251Taxi
15690,ACTIVE,TESLA,Y,2024.0,BLACK,Gasoline,N,FRANQ LIMOUSINE,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,7534Livery,7534Livery
15697,INACTIVE,FORD,F650,2014.0,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,CHICAGO,IL,60601.0,DIS-AFFILIATED,Owner Manager,15503Charter Sightseeing,15503Charter Sightseeing
15704,ACTIVE,TOYOTA,CAMRY,2019.0,YELLOW,Gasoline,N,ALASELA INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,1094Taxi,1094Taxi
15707,ACTIVE,TOYOTA,CAMRY,2017.0,BLUE/WHITE,Gasoline,N,TESFA TAXI INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4042Taxi,4042Taxi
15714,ACTIVE,LINCOLN,CONTINENTAL,2018.0,BLACK,Gasoline,N,ALL ABOUT CHARTER INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8510Livery,8510Livery
15715,ACTIVE,TOYOTA,RAV4,2024.0,BLUE/WHITE,Gasoline,N,FIRST CHICAGO EXPRESS INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5751Taxi,5751Taxi
15717,ACTIVE,TOYOTA,COROLLA,2016.0,WHITE,Gasoline,N,HIGH RIDER 1 INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5500Taxi,5500Taxi
15718,ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,MAHOGANY LIMOSINE SERVICE INC,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,7152Livery,7152Livery
15722,VIOLATION,CADILLAC,ESCALADE,2019.0,BLACK,Gasoline,N,"Timeless Image Limousine, Inc.",CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,9251Livery,9251Livery
15723,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,"PRIME LIMOUSINE, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7986Livery,7986Livery
15727,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,TUYO LIMOUSINE SERVICE INC.,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,9221Livery,9221Livery
15735,ACTIVE,FORD,TRANSIT 350,2023.0,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,25440Charter Sightseeing,25440Charter Sightseeing
15741,INACTIVE,FORD,E450,2004.0,WHITE,Gasoline,N,NEAL'S TRANSPORTATION  INC,CHICAGO,IL,60620.0,DIS-AFFILIATED,Owner Manager,6691Medicar,6691Medicar
15750,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,8960Livery,8960Livery
15754,ACTIVE,LINCOLN,NAUTILUS,2022.0,BLACK,Gasoline,N,ALAZAR G FELEKE,CHICAGO,IL,60613.0,DIS-AFFILIATED,Owner Manager,7173Livery,7173Livery
15755,ACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,TRUPT CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,9400Livery,9400Livery
15756,ACTIVE,GMC,YUKON,2024.0,BLACK,Gasoline,N,ADONAI VENTURES & CORPORATION,CHICAGO,IL,60653.0,DIS-AFFILIATED,Owner Manager,9134Livery,9134Livery
15761,ACTIVE,HONDA,ODYSSEY,2014.0,BLACK,Gasoline,N,CONNECT CARE TRANS LLC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,25596Medicar,25596Medicar
15763,INACTIVE,LINCOLN,TOWN CAR,2007.0,BLACK,Gasoline,N,EMPEROR LIMOUSINE AND PARTY BUS SERVICE LLC,CHICAGO,IL,60642.0,DIS-AFFILIATED,Owner Manager,11349Charter Sightseeing,11349Charter Sightseeing
15765,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,METRO CHICAGO LIMO INC.,CHICAGO,IL,60609.0,DIS-AFFILIATED,Owner Manager,9941Livery,9941Livery
15770,ACTIVE,CADILLAC,ESCALADE ESV,2022.0,BLACK,Gasoline,N,"LUXURY WHEELS, INC.",CHICAGO,IL,60617.0,DIS-AFFILIATED,Owner Manager,7462Livery,7462Livery
15775,ACTIVE,LEXUS,ES 350,2022.0,BLACK,Gasoline,N,N&DN INC,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,9696Livery,9696Livery
15776,ACTIVE,GMC,YUKON,2022.0,BLACK,Gasoline,N,AMERICAN SWIFT LIMOUSINE INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8064Livery,8064Livery
